a 0.081920
b 0.00881
c 0.03323
d 0.03656
e 0.1723
f 0.0103
g 0.00959
h 0.00859
i 0.074370
j 0.00431
k 0.00034
l 0.05867
m 0.02921
n 0.07381
o 0.0539
p 0.02891
q 0.01201
r 0.06457
s 0.08119
t 0.07195
u 0.06144
v 0.01585
w 0.00017
x 0.0039
y 0.00262
z 0.00148
